		NCBI 								Transposon mutants									In vitro screening		In vivo screening		UniProt							Pubmed											String 		Pubmed	effectors.org			Phobius	RCSB PDB	Pubmed		ODB/DOOR/Pubmed
CT792	CTL0160	L2/434/BU	471472	mutS	205500	207962	-	5858799															YP_001654252.1	820		DNA mismatch repair protein MutS						3	25920978					Constitutive	12730178												
CT794	CTL0162	L2/434/BU	471472	dnaG	208295	210082	+	5858602															YP_001654253.1	595		DNA primase						1	25920978					Constitutive	12730178												
CT794.1	CTL0163	L2/434/BU	471472	-	210167	210454	+	5858691															YP_001654254.1	95		hypothetical protein CTL0163						1	25920978					ND	12730178												
CT795	CTL0164	L2/434/BU	471472	-	210580	211071	+	5858062															YP_001654255.1	163		hypothetical protein CTL0164						0	25920978					ND	12730178												
CT796	CTL0165	L2/434/BU	471472	glyQ	211154	214165	-	5858783															YP_001654256.1	1003		glycyl-tRNA synthetase						3	25920978					Constitutive	12730178												
CT797	CTL0166	L2/434/BU	471472	pgsA	214619	215227	+	5858595															YP_001654257.1	202		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase						0	25920978					Constitutive	12730178												
CT798	CTL0167	L2/434/BU	471472	glgA	215234	216658	-	5858439															YP_001654258.1	474		glycogen synthase						2	25920978					Late	12730178												
CT799	CTL0168	L2/434/BU	471472	rplY	217235	217792	+	5858333															YP_001654259.1	185		50S ribosomal protein L25/general stress protein Ctc						3	25920978					ND	12730178												
CT800	CTL0169	L2/434/BU	471472	pth	217800	218339	+	5858562															YP_001654260.1	179		peptidyl-tRNA hydrolase						2	25920978					ND	12730178												
CT801	CTL0170	L2/434/BU	471472	rpsF	218477	218815	+	5858725															YP_001654261.1	112		30S ribosomal protein S6						1	25920978					Constitutive	12730178												
CT802	CTL0171	L2/434/BU	471472	rpsR	218832	219077	+	5858576															YP_001654262.1	81		30S ribosomal protein S18						3	25920978					Constitutive	12730178												
CT803	CTL0172	L2/434/BU	471472	rplI	219098	219601	+	5858189															YP_001654263.1	167		50S ribosomal protein L9						0	25920978					Constitutive	12730178												
CT804	CTL0173	L2/434/BU	471472	ispE	219665	220531	+	5858491															YP_001654264.1	288		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase						1	25920978					Constitutive	12730178												
CT805	CTL0174	L2/434/BU	471472	-	220834	222186	-	5858047															YP_001654265.1	450		integral membrane protein						2	25920978					Constitutive	12730178												
CT806	CTL0175	L2/434/BU	471472	ptr	222365	225235	-	5858077															YP_001654266.1	956		insulinase/protease						12	25920978	subst	KH unpub			Constitutive	12730178												
CT807	CTL0176	L2/434/BU	471472	plsB	225287	226288	-	5858745															YP_001654267.1	333		glycerol-3-phosphate acyltransferase						0	25920978					Constitutive	12730178												
CT808	CTL0177	L2/434/BU	471472	cafE	226301	227839	-	5857971															YP_001654268.1	512		ribonuclease E						0	25920978					Constitutive	12730178												
CT809	CTL0178	L2/434/BU	471472	-	228286	228723	+	5858471															YP_001654269.2	145		hypothetical protein CTL0178						2	25920978					ND	12730178												
CT810	CTL0181	L2/434/BU	471472	rpmF	228973	229152	+	5858747															YP_001654271.1	59		50S ribosomal protein L32						1	25920978					ND	12730178
CT811	CTL0182	L2/434/BU	471472	plsX	229174	230139	+	5858541															YP_001654272.1	321		glycerol-3-phosphate acyltransferase PlsX						3	25920978	subst	KH unpub			Constitutive	12730178												
CT812	CTL0183	L2/434/BU	471472	pmpD	230359	234951	+	5858550															YP_001654273.1	1530		polymorphic outer membrane protein						21	25920978					Constitutive	12730178												
CT813	CTL0184	L2/434/BU	471472	inaC	235152	235946	+	5858795															YP_001654274.1	264		hypothetical protein CTL0184						4	25920978					Late	12730178												
CT814	CTL0185	L2/434/BU	471472	-	236030	236329	-	5858748															YP_001654275.1	99		hypothetical protein CTL0185						2	25920978					Late	12730178												
CT814.1	CTL0186	L2/434/BU	471472	-	236350	236712	-	5858112															YP_001654276.1	120		hypothetical protein CTL0186						2	25920978					ND	12730178												
CT815	CTL0187	L2/434/BU	471472	glmM	236957	238333	+	5858103															YP_001654277.1	458		phosphoglucosamine mutase						0	25920978					Constitutive	12730178												
CT816	CTL0188	L2/434/BU	471472	glmS	238344	240164	+	5858216															YP_001654278.1	606		glucosamine--fructose-6-phosphate aminotransferase						0	25920978					Mid_Late	12730178												
CT817	CTL0189	L2/434/BU	471472	tyrP	240267	241463	+	5858658															YP_001654279.1	398		tyrosine-specific transport protein						4	25920978					Constitutive	12730178												
CT818	CTL0190	L2/434/BU	471472	-	241646	242839	+	5858800															YP_001654280.1	397		tyrosine-specific transport protein						10	25920978	subst	KH unpub			Constitutive	12730178												
CT819	CTL0191	L2/434/BU	471472	yccA	242881	243597	+	5858712															YP_001654281.1	238		membrane transport protein						0	25920978					Mid_Late	12730178												
CT820	CTL0192	L2/434/BU	471472	ftsY	243695	244549	-	5857966															YP_001654282.1	284		cell division protein						2	25920978					Constitutive	12730178												
CT821	CTL0193	L2/434/BU	471472	sucC	244619	245779	+	5858038															YP_001654283.1	386		succinyl-CoA synthetase subunit beta						2	25920978					Constitutive	12730178												
CT822	CTL0194	L2/434/BU	471472	sucD	245794	246669	+	5858710															YP_001654284.1	291		succinyl-CoA synthetase subunit alpha						2	25920978					Constitutive	12730178												
CT823	CTL0195	L2/434/BU	471472	htrA	246808	248301	+	5858709															YP_001654285.1	497		serine protease						2	25920978					Constitutive	12730178												
CT824	CTL0196	L2/434/BU	471472	-	248502	251426	+	5858677															YP_001654286.1	974		metalloprotease-insulinase						6	25920978					Constitutive	12730178												
CT825	CTL0197	L2/434/BU	471472	rmuC	251440	252723	-	5858145															YP_001654287.1	427		DNA recombination protein						2	25920978					Constitutive	12730178												
CT826	CTL0198	L2/434/BU	471472	pssA	252727	253518	-	5858546															YP_001654288.1	263		CDP-diacylglycerol--serine O-phosphatidyltransferase						0	25920978					Constitutive	12730178												
CT827	CTL0199	L2/434/BU	471472	nrdA	254153	257296	+	5858185															YP_001654289.1	1047		ribonucleotide-diphosphate reductase subunit alpha						2	25920978					Mid_Late	12730178												
CT828	CTL0200	L2/434/BU	471472	nrdB	257334	258374	+	5858638															YP_001654290.1	346		ribonucleotide-diphosphate reductase subunit beta						0	25920978					Mid_Late	12730178												
CT829	CTL0201	L2/434/BU	471472	trmB	258634	259308	+	5858665															YP_001654291.1	224		tRNA (guanine-N(7)-)-methyltransferase						1	25920978					Constitutive	12730178												
CT830	CTL0202	L2/434/BU	471472	-	259424	260008	+	5858258															YP_001654292.1	194		SAM-dependent methyltransferase						0	25920978					Constitutive	12730178												
CT831	CTL0203	L2/434/BU	471472	murB	260005	260880	-	5858048															YP_001654293.1	291		UDP-N-acetylenolpyruvoylglucosamine reductase						1	25920978					Constitutive	12730178												
CT833	CTL0205	L2/434/BU	471472	infC	261951	262511	+	5858759															YP_001654295.1	186		translation initiation factor IF-3						4	25920978					Constitutive	12730178												
CT834	CTL0206	L2/434/BU	471472	rpmI	262498	262683	+	5858809															YP_001654296.1	61		50S ribosomal protein L35						1	25920978					Constitutive	12730178												
CT835	CTL0207	L2/434/BU	471472	rplT	262702	263073	+	5857943															YP_001654297.1	123		50S ribosomal protein L20						1	25920978					Constitutive	12730178												
CT836	CTL0208	L2/434/BU	471472	pheS	263080	264108	+	5858583															YP_001654298.1	342		phenylalanyl-tRNA synthetase subunit alpha						2	25920978					Constitutive	12730178												
CT837	CTL0209	L2/434/BU	471472	-	264419	266395	+	5858274															YP_001654299.1	658		hypothetical protein CTL0209						5	25920978					ND	12730178												
CT838	CTL0210	L2/434/BU	471472	-	266392	267492	-	5858347															YP_001654300.1	366		membrane transport protein						1	25920978					Constitutive	12730178												
CT839	CTL0211	L2/434/BU	471472	-	267495	268559	-	5857903															YP_001654301.1	354		membrane transport protein						4	25920978					ND	12730178												
CT840	CTL0212	L2/434/BU	471472	tilS	268657	269622	+	5858379															YP_001654302.1	321		tRNA(Ile)-lysidine synthase						0	25920978					Late	12730178												
CT841	CTL0213	L2/434/BU	471472	ftsH	269783	272524	+	5858378															YP_001654303.1	913		cell division protein						8	25920978					Late	12730178												
CT842	CTL0214	L2/434/BU	471472	pnp	272739	274826	-	5858659															YP_001654304.1	695		polynucleotide phosphorylase/polyadenylase						1	25920978					Mid_Late	12730178												
CT843	CTL0215	L2/434/BU	471472	rpsO	274855	275124	-	5858176															YP_001654305.1	89		30S ribosomal protein S15						1	25920978					ND	12730178												
CT844	CTL0216	L2/434/BU	471472	-	275350	275841	+	5858676															YP_001654306.1	163		cytosine deaminase						2	25920978					ND	12730178												
CT845	CTL0217	L2/434/BU	471472	-	275813	276091	+	5857905															YP_001654307.2	92		hypothetical protein CTL0217						1	25920978					ND	12730178												
CT846	CTL0218	L2/434/BU	471472	-	276063	276767	-	5858353															YP_001654308.1	234		integral membrane protein						2	25920978					Constitutive	12730178												
CT847	CTL0219	L2/434/BU	471472	-	276902	277420	-	5858389															YP_001654309.1	172		hypothetical protein CTL0219						5	25920978					Constitutive	12730178												
CT848	CTL0220	L2/434/BU	471472	-	277433	277939	-	5858330															YP_001654310.1	168		hypothetical protein CTL0220						0	25920978					Late	12730178												
CT849.1	CTL0222	L2/434/BU	471472	-	278763	278951	+	5858406															YP_001654312.1	62		hypothetical protein CTL0222						2	25920978					ND	12730178												
CT850	CTL0223	L2/434/BU	471472	-	278970	280187	+	5858227															YP_001654313.1	405		integral membrane protein						4	25920978					Constitutive	12730178												
CT851	CTL0224	L2/434/BU	471472	map	280144	281019	-	5858436															YP_001654314.1	291		methionine aminopeptidase						0	25920978					ND	12730178												
CT852	CTL0225	L2/434/BU	471472	-	281052	281693	-	5858102															YP_001654315.1	213		integral membrane protein						1	25920978					Constitutive	12730178												
CT853	CTL0226	L2/434/BU	471472	-	281710	282309	-	5857990															YP_001654316.1	199		integral membrane protein						1	25920978					Constitutive	12730178												
CT854	CTL0227	L2/434/BU	471472	-	282504	284273	-	5858777															YP_001654317.1	589		ABC transporter permease						3	25920978					Constitutive	12730178												
CT856	CTL0231	L2/434/BU	471472	-	285800	287503	-	5858640															YP_001654318.1	567		sulfate transporter						4	25920978					Constitutive	12730178												
	CTL0231A	L2/434/BU		-																												0	25920978																		
CT857	CTL0232	L2/434/BU	471472	-	288258	289523	+	5858727															YP_001654321.1	421		membrane transport protein						3	25920978					Constitutive	12730178												
CT858	CTL0233	L2/434/BU	471472	cpa	289633	291438	+	5858254															YP_001654322.1	601		protease						10	25920978					Constitutive	12730178												
CT859	CTL0234	L2/434/BU	471472	ispH	291533	292456	+	5858681															YP_001654323.1	307		4-hydroxy-3-methylbut-2-enyl diphosphate reductase						2	25920978					Constitutive	12730178												
CT860	CTL0235	L2/434/BU	471472	copD2	292508	293989	-	5858122															YP_001654324.1	493		hypothetical protein CTL0235						9	25920978					Constitutive	12730178												
CT861	CTL0236	L2/434/BU	471472	copB2	294001	295521	-	5858786															YP_001654325.1	506		type III secretion translocator						3	25920978					ND	12730178												
CT862	CTL0237	L2/434/BU	471472	lcrH (scc3?)	295549	296145	-	5858084															YP_001654326.1	198		type III secretion chaperone						0	25920978					ND	12730178												
CT863	CTL0238	L2/434/BU	471472	-	296067	297515	-	5858707															YP_001654327.1	482		hypothetical protein CTL0238						2	25920978					Constitutive	12730178												
CT864	CTL0243	L2/434/BU	471472	xerD	298375	299277	-	5858304															YP_001654328.1	300		site-specific tyrosine recombinase XerD						1	25920978					Late	12730178												
CT865	CTL0244	L2/434/BU	471472	-	299525	300514	+	5858423															YP_001654329.1	329		hypothetical protein CTL0244						5	25920978					Constitutive	12730178												
CT866	CTL0245	L2/434/BU	471472	glgB	300529	302745	+	5858667															YP_001654330.1	738		glycogen branching protein						17	25920978					Constitutive	12730178												
CT867	CTL0246	L2/434/BU	471472	dub2	302756	303775	-	5858618															YP_001654331.1	339		hypothetical protein CTL0246						3	25920978					Constitutive	12730178												
CT868	CTL0247	L2/434/BU	471472	dub1	303998	305203	-	5858331															YP_001654332.1	401		hypothetical protein CTL0247						5	25920978					Late	12730178												
CT869	CTL0248	L2/434/BU	471472	pmpE	305380	308277	-	5858005															YP_001654333.1	965		polymorphic outer membrane protein						3	25920978					Late	12730178												
CT870	CTL0249	L2/434/BU	471472	pmpF	308280	311378	-	5858444															YP_001654334.1	1032		polymorphic outer membrane protein						9	25920978					Mid_Late	12730178												
CT871	CTL0250	L2/434/BU	471472	pmpG	311543	314581	+	5858730															YP_001654335.1	1012		polymorphic outer membrane protein						11	25920978					Mid_Late	12730178												
CT872	CTL0251	L2/434/BU	471472	pmpH	314612	317632	+	5857975															YP_001654336.1	1006		polymorphic outer membrane protein						15	25920978	subst (2)	KH unpub			Mid_Late	12730178												
CT873	CTL0252	L2/434/BU	471472	-	318047	318643	+	5858675															YP_001654337.1	198		hypothetical protein CTL0252						3	25920978					Constitutive	12730178												
CT874	CTL0254	L2/434/BU	471472	pmpI	318738	321374	-	5858752															YP_001654338.1	878		polymorphic outer membrane protein						7	25920978					Mid_Late	12730178												
CT875	CTL0255	L2/434/BU	471472	tepP	321649	323421	+	5858006															YP_001654339.1	590		hypothetical protein CTL0255						6	25920978					Late	12730178												
NA	CTL0017a	L2/434/BU	471472	-	24905	25081	-	16665124															YP_008470952.1	58		hypothetical protein CTL0017a																									
NA	CTL0018a	L2/434/BU	471472	-	26164	26319	-	16665125															YP_008470953.1	51		hypothetical protein CTL0018a																									
NA	CTL0021	L2/434/BU	471472	-	29803	29982	+	5858007															YP_001654112.1	59		hypothetical protein CTL0021																									
NA	CTL0025	L2/434/BU	471472	-	32591	32884	+	5857924															YP_001654116.1	97		hypothetical protein CTL0025																									
NA	CTL0108a	L2/434/BU	471472	-	133543	133773	-	16665126															YP_008470954.1	76		hypothetical protein CTL0108a																									
NA	CTL0118a	L2/434/BU	471472	-	155587	155817	-	16665127															YP_008470955.1	76		hypothetical protein CTL0118a																									
NA	CTL0132	L2/434/BU	471472	-	177243	177662	-	5858026															YP_001654223.1	139		hypothetical protein CTL0132																									
NA	CTL0151a	L2/434/BU	471472	-	199182	199352	-	16665128															YP_008470956.1	56		hypothetical protein CTL0151a																									
NA	CTL0153A	L2/434/BU	471472	rpmH	200872	201009	-	5858753															YP_001654245.1	45		50S ribosomal protein L34																									
NA	CTL0173a	L2/434/BU	471472	-	220501	220704	-	16665129															YP_008470957.1	67		hypothetical protein CTL0173a																									
NA	CTL0178a	L2/434/BU	471472	-	228109	228321	-	16665130															YP_008470958.1	70		hypothetical protein CTL0178a																									
NA	CTL0204	L2/434/BU	471472	nusB	261013	261519	-	5858668															YP_001654294.1	168		transcription antitermination protein NusB																									
NA	CTL0221	L2/434/BU	471472	-	277967	278446	-	5858358															YP_001654311.1	159		hypothetical protein CTL0221																									
NA	CTL0238a	L2/434/BU	471472	-	297692	297859	-	16665131															YP_008470959.1	55		hypothetical protein CTL0238a																									
NA	CTL0238b	L2/434/BU	471472	-	298073	298378	+	16665132															YP_008470960.1	101		hypothetical protein CTL0238b																									
NA	CTL0300	L2/434/BU	471472	ssb	371228	371701	+	5858567															YP_001654383.1	157		single-stranded DNA-binding protein																									
NA	CTL0321a	L2/434/BU	471472	-	400731	400883	+	16665133															YP_008470961.1	50		hypothetical protein CTL0321a																									
NA	CTL0404	L2/434/BU	471472	-	494249	495196	-	5858574															YP_001654488.1	315		hypothetical protein CTL0404																									
NA	CTL0405	L2/434/BU	471472	rpmG	495595	495753	+	5858561															YP_001654489.1	52		50S ribosomal protein L33																									
NA	CTL0414a	L2/434/BU	471472	-	505082	505723	-	16665134															YP_008470962.1	213		phospholipase																									
NA	CTL0417a	L2/434/BU	471472	-	506303	506584	-	16665135															YP_008470963.1	93		hypothetical protein CTL0417a																									
NA	CTL0417b	L2/434/BU	471472	-	506843	507313	-	5858414															YP_008470964.1	156		hypothetical protein CTL0417b																									
NA	CTL0422a	L2/434/BU	471472	-	511732	511911	+	16665136															YP_008470965.1	59		hypothetical protein CTL0422a																									
NA	CTL0474	L2/434/BU	471472	-	568992	569132	-	5858820															YP_001654550.1	46		hypothetical protein CTL0474																									
NA	CTL0488	L2/434/BU	471472	acpP	582157	582390	-	5858080															YP_001654565.1	77		acyl carrier protein																									
NA	CTL0494	L2/434/BU	471472	ompH	588987	589508	+	5858513															YP_001654571.1	173		outer membrane protein																									
NA	CTL0500A	L2/434/BU	471472	-	597937	598287	+	5858684															YP_001654578.1	116		hypothetical protein CTL0500A																									
NA	CTL0583A	L2/434/BU	471472	xseB	690280	690498	+	5858834															YP_001654658.1	72		exodeoxyribonuclease VII small subunit																									
NA	CTL0612	L2/434/BU	471472	-	728420	728932	+	5857913															YP_008470966.1	170		membrane protein																									
NA	CTL0641	L2/434/BU	471472	-	757632	757967	-	5858401															YP_001654714.1	111		hypothetical protein CTL0641																									
NA	CTL0703	L2/434/BU	471472	omcA	832367	832633	-	5858422															YP_001654775.1	88		hypothetical protein CTL0703																									
NA	CTL0742a	L2/434/BU	471472	-	876391	876552	-	16665138															YP_008470967.1	53		hypothetical protein CTL0742a																									
NA	CTL0758	L2/434/BU	471472	-	893707	893856	-	5858269															YP_001654829.1	49		hypothetical protein CTL0758																									
NA	CTL0799	L2/434/BU	471472	-	922715	923188	-	5858689															YP_001654870.1	157		nucleotide-binding protein																									
NA	CTL0832	L2/434/BU	471472	gspG	957471	957800	-	5857928															YP_001654902.1	109		general secretion pathway protein G																									
NA	CTL0870	L2/434/BU	471472	-	1004666	1004905	-	5858299															YP_001654939.1	79		hypothetical protein CTL0870																									
NA	CTL0878	L2/434/BU	471472	folX	1012206	1012580	-	5858156															YP_001654947.1	124		dihydroneopterin aldolase																									
NA	CTL0887a	L2/434/BU	471472	-	1029017	1029235	+	16665139															YP_008470968.1	72		hypothetical protein CTL0887a																									
NA	CTL0179	L2/434/BU	471472	-	228663	228989	+	5857967															YP_001654270.1	108		hypothetical protein CTL0179																									
