Entry	Gene names  (ordered locus )	Gene names  (primary )	Protein names	Organism	Cross-reference (RefSeq)	Cross-reference (EMBL)	EnsemblBacteria transcript
Q1D0X6	MXAN_5558		Putative cytochrome c	Myxococcus xanthus (strain DK 1622)	WP_011555512.1;	CP000113;	ABF91229;
Q1D4Q0	MXAN_4198		Protein CyaE	Myxococcus xanthus (strain DK 1622)	WP_011554201.1;	CP000113;	ABF90349;
Q1D5W1	MXAN_3780		Patatin-like phospholipase family protein	Myxococcus xanthus (strain DK 1622)	WP_011553793.1;	CP000113;	ABF87987;
Q1D6F0	MXAN_3583		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553609.1;	CP000113;	ABF87900;
Q1DFY6	MXAN_0154		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91785;
Q1D4D2	MXAN_4316		RNA polymerase sigma-70 factor, ECF subfamily	Myxococcus xanthus (strain DK 1622)	WP_011554319.1;	CP000113;	ABF90569;
Q1DEH8	MXAN_0677		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92018;
Q1DF99	MXAN_0403	atpE	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	Myxococcus xanthus (strain DK 1622)	WP_002636238.1;	CP000113;	ABF86931;
Q1D3D8	MXAN_4669		MotA/TolQ/ExbB proton channel family protein	Myxococcus xanthus (strain DK 1622)	WP_011554661.1;	CP000113;	ABF91342;
Q1DA28	MXAN_2274		TRAP transporter solute receptor, TAXI family	Myxococcus xanthus (strain DK 1622)	WP_011552350.1;	CP000113;	ABF91296;
Q1DG13	MXAN_0127		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91672;
Q1CW98	MXAN_7212		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557131.1;	CP000113;	ABF91251;
Q1DAB3	MXAN_2187		Conserved domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91448;
Q1DEI3	MXAN_0672	cspC	Cold-shock protein CspC	Myxococcus xanthus (strain DK 1622)	WP_002635980.1;	CP000113;	ABF87758;
Q1CWI3	MXAN_7127		FG-GAP repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011557046.1;	CP000113;	ABF87524;
Q1D5R4	MXAN_3827		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88037;
Q1DBA2	MXAN_1824		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90391;
Q1DCB2	MXAN_1454		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551570.1;	CP000113;	ABF93145;
Q1DDP9	MXAN_0963		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86651;
Q1CW42	MXAN_7268		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557187.1;	CP000113;	ABF89287;
Q1CZL8	MXAN_6020		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87702;
Q1DDU0	MXAN_0922		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011551043.1;	CP000113;	ABF90956;
Q1CWE9	MXAN_7161		Putative DNA-binding regulatory protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88675;
Q1D6C9	MXAN_3606		Putative sensor histidine kinase	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91956;
Q1DCU3	MXAN_1273		Adenylate and guanylate cyclase catalytic domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551390.1;	CP000113;	ABF91138;
Q1DCZ4	MXAN_1220		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551339.1;	CP000113;	ABF86303;
Q1CZK6	MXAN_6032		Putative response regulator/chemotaxis protein CheW	Myxococcus xanthus (strain DK 1622)	WP_011555981.1;	CP000113;	ABF86894;
Q1D2X2	MXAN_4840		Pirin family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86845;
Q1D152	MXAN_5478		LysM domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF85979;
Q1D7U8	MXAN_3072	nusG	Transcription termination/antitermination protein NusG	Myxococcus xanthus (strain DK 1622)	WP_011553122.1;	CP000113;	ABF87176;
Q1CY97	MXAN_6503	algI	Alginate biosynthesis protein AlgI	Myxococcus xanthus (strain DK 1622)	WP_011556434.1;	CP000113;	ABF89933;
Q1DFY8	MXAN_0152		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550299.1;	CP000113;	ABF89458;
Q1CYA5	MXAN_6495		Glyoxalase family protein	Myxococcus xanthus (strain DK 1622)	WP_011556426.1;	CP000113;	ABF85835;
Q1D1X5	MXAN_5195	truD	tRNA pseudouridine synthase D (EC 5.4.99.27) (tRNA pseudouridine(13) synthase) (tRNA pseudouridylate synthase D) (tRNA-uridine isomerase D)	Myxococcus xanthus (strain DK 1622)	WP_011555166.1;	CP000113;	ABF91193;
Q1D0N7	MXAN_5647		Type III secretion apparatus protein YscR/HrcR	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87970;
Q1D2K8	MXAN_4959		Tetratricopeptide repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011554937.1;	CP000113;	ABF92350;
Q1DC04	MXAN_1567		Urea amidolyase-like protein	Myxococcus xanthus (strain DK 1622)	WP_011551678.1;	CP000113;	ABF86673;
Q1D5H9	MXAN_3914		PepSY-associated TM helix domain protein	Myxococcus xanthus (strain DK 1622)	WP_011553924.1;	CP000113;	ABF92199;
Q1CWY0	MXAN_6979		Sensor histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011556899.1;	CP000113;	ABF87783;
Q1D091	MXAN_5795		Exonuclease	Myxococcus xanthus (strain DK 1622)	WP_011555746.1;	CP000113;	ABF88070;
Q1D9A5	MXAN_2549	pkn5	Serine/threonine protein kinase Pkn5	Myxococcus xanthus (strain DK 1622)	WP_011552619.1;	CP000113;	ABF92541;
Q1D399	MXAN_4712		Glycosyl transferase, group 1 family protein	Myxococcus xanthus (strain DK 1622)	WP_011554699.1;	CP000113;	ABF93036;
Q1CVT9	MXAN_7377	rocD	Ornithine aminotransferase (EC 2.6.1.13)	Myxococcus xanthus (strain DK 1622)	WP_011557289.1;	CP000113;	ABF88098;
Q1D305	MXAN_4807		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554793.1;	CP000113;	ABF88411;
Q1D331	MXAN_4780		Phosphoglycerate mutase family protein	Myxococcus xanthus (strain DK 1622)	WP_011554767.1;	CP000113;	ABF88266;
Q1D866	MXAN_2947		Isochorismatase family protein	Myxococcus xanthus (strain DK 1622)	WP_011553004.1;	CP000113;	ABF91241;
Q1DEQ8	MXAN_0597		Glycine betaine/L-proline ABC transporter, permease and substrate-binding protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89594;
Q1DFA9	MXAN_0393		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90416;
Q1D9X0	MXAN_2333		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552408.1;	CP000113;	ABF92881;
Q1D9F0	MXAN_2504		Putative general secretion pathway protein L	Myxococcus xanthus (strain DK 1622)	WP_011552575.1;	CP000113;	ABF90237;
Q1D9N5	MXAN_2418		Putative endonuclease	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86564;
Q1DFT3	MXAN_0208		Conserved domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89553;
Q1D795	MXAN_3279		Transporter, CorA metal ion transporter family	Myxococcus xanthus (strain DK 1622)	WP_011553324.1;	CP000113;	ABF88871;
Q1DBU5	MXAN_1626		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551737.1;	CP000113;	ABF86492;
Q1D3T4	MXAN_4521		Sulfatase family protein	Myxococcus xanthus (strain DK 1622)	WP_011554516.1;	CP000113;	ABF86036;
Q1DG80	MXAN_0060		Sensory box histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011550209.1;	CP000113;	ABF91721;
Q1DFK6	MXAN_0287		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88571;
Q1D257	MXAN_5112		Na+/H+ antiporter	Myxococcus xanthus (strain DK 1622)	WP_011555086.1;	CP000113;	ABF92188;
Q1D6K2	MXAN_3527		Isochorismate synthase (EC 5.4.4.2)	Myxococcus xanthus (strain DK 1622)	WP_011553557.1;	CP000113;	ABF87533;
Q1DB91	MXAN_1836		Putative phage tail protein	Myxococcus xanthus (strain DK 1622)	WP_011551938.1;	CP000113;	ABF87280;
Q1D0U0	MXAN_5594		Biotin/lipoic acid binding domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555548.1;	CP000113;	ABF91439;
Q1CWK1	MXAN_7109		Dienelactone hydrolase family protein	Myxococcus xanthus (strain DK 1622)	WP_011557028.1;	CP000113;	ABF91034;
Q1CWQ7	MXAN_7053		NmrA-like family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87325;
Q1D4D3	MXAN_4315		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554318.1;	CP000113;	ABF91871;
Q1D6T0	MXAN_3446		Acyltransferase family protein	Myxococcus xanthus (strain DK 1622)	WP_011553479.1;	CP000113;	ABF93047;
Q1DD14	MXAN_1200		Site-specific recombinase, phage integrase family	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91504;
Q1D945	MXAN_2609	uvrA	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	Myxococcus xanthus (strain DK 1622)	WP_011552679.1;	CP000113;	ABF87466;
Q1DBA6	MXAN_1821		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551926.1;	CP000113;	ABF90269;
Q1CYE3	MXAN_6457		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011556388.1;	CP000113;	ABF90446;
Q1DDZ7	MXAN_0865		Oxidoreductase, short chain dehydrogenase/reductase family	Myxococcus xanthus (strain DK 1622)	WP_011550986.1;	CP000113;	ABF86255;
Q1CX70	MXAN_6888		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556811.1;	CP000113;	ABF92083;
Q1CXC9	MXAN_6827	natA	Sodium ABC tranporter ATP-binding protein NatA	Myxococcus xanthus (strain DK 1622)	WP_011556752.1;	CP000113;	ABF90665;
Q1CYY4	MXAN_6260		SWIM zinc finger domain protein	Myxococcus xanthus (strain DK 1622)	WP_011556202.1;	CP000113;	ABF92842;
Q1CW83	MXAN_7227		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557146.1;	CP000113;	ABF87472;
Q1D9T5	MXAN_2368		Sensory box histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011552443.1;	CP000113;	ABF87269;
Q1DAN4	MXAN_2060		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552144.1;	CP000113;	ABF87057;
Q1D0J6	MXAN_5689		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87915;
Q1CYA0	MXAN_6500		Serine/threonine protein kinase (EC 2.7.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011556431.1;	CP000113;	ABF86048;
Q1D8C4	MXAN_2888		Coproporphyrinogen III oxidase family protein	Myxococcus xanthus (strain DK 1622)	WP_011552949.1;	CP000113;	ABF88605;
Q1CZF3	MXAN_6085		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556034.1;	CP000113;	ABF88092;
Q1D271	MXAN_5098		Putative Ig domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555072.1;	CP000113;	ABF87265;
Q1DAY2	MXAN_1953		Cyclic nucleotide-binding domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552046.1;	CP000113;	ABF90368;
Q1CZ92	MXAN_6150		Sensor histidine kinase	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90271;
Q1DG46	MXAN_0094		Amidohydrolase family protein	Myxococcus xanthus (strain DK 1622)	WP_011550241.1;	CP000113;	ABF92802;
Q1D2C3	MXAN_5045		Serine/threonine kinase family protein (EC 2.7.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011555021.1;	CP000113;	ABF86847;
Q1CX54	MXAN_6905		M23 peptidase domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86113;
Q1CZJ9	MXAN_6039		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90623;
Q1D1V2	MXAN_5219		Oxidoreductase, molybdopterin-binding	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91000;
Q1D7R3	MXAN_3107		Type II/IV secretion system protein	Myxococcus xanthus (strain DK 1622)	WP_011553157.1;	CP000113;	ABF92047;
Q1DFC8	MXAN_0371		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550509.1;	CP000113;	ABF92616;
Q1D7R2	MXAN_3108		FHA domain/tetratricopeptide repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011553158.1;	CP000113;	ABF86311;
Q1DAJ9	MXAN_2096		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552179.1;	CP000113;	ABF87496;
Q1CXK2	MXAN_6754		Chaperonin (HSP60) family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89385;
Q1DDW6	MXAN_0896	crtB	Phytoene synthetase (EC 2.5.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011551017.1;	CP000113;	ABF86184;
Q1DB74	MXAN_1853		Heme-binding protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90512;
Q1DCK2	MXAN_1364		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551481.1;	CP000113;	ABF90898;
Q1DCM0	MXAN_1346		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551463.1;	CP000113;	ABF86331;
Q1D8Q0	MXAN_2756		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552823.1;	CP000113;	ABF92020;
Q1DD38	MXAN_1175		Phospholipase/carboxylesterase family protein	Myxococcus xanthus (strain DK 1622)	WP_011551295.1;	CP000113;	ABF86959;
Q1D477	MXAN_4373		Serine/threonine protein kinase	Myxococcus xanthus (strain DK 1622)	WP_011554374.1;	CP000113;	ABF88397;
Q1DDT7	MXAN_0925		Putative 4-oxalocrotonate decarboxylase	Myxococcus xanthus (strain DK 1622)	WP_011551046.1;	CP000113;	ABF91299;
Q1D624	MXAN_3713		Peptidase, M16 (Pitrilysin) family (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011553730.1;	CP000113;	ABF92184;
Q1DCC6	MXAN_1440		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551556.1;	CP000113;	ABF92770;
Q1CZE7	MXAN_6091		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88382;
Q1D122	MXAN_5508		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011555466.1;	CP000113;	ABF91297;
Q1D2B7	MXAN_5051		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555027.1;	CP000113;	ABF88863;
Q1D7L0	MXAN_3160		Peptidase, M13 (Neprilysin) family (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011553209.1;	CP000113;	ABF87582;
Q1D8I5	MXAN_2827		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552888.1;	CP000113;	ABF86001;
Q1DBG5	MXAN_1758		Oxidoreductase, zinc-binding dehydrogenase family	Myxococcus xanthus (strain DK 1622)	WP_011551867.1;	CP000113;	ABF92665;
Q1DD54	MXAN_1159		Peptidase, C56 (PfpI) family	Myxococcus xanthus (strain DK 1622)	WP_011551279.1;	CP000113;	ABF92442;
Q1D342	MXAN_4769	acpP	Acyl carrier protein (ACP)	Myxococcus xanthus (strain DK 1622)	WP_011554756.1;	CP000113;	ABF90332;
Q1DE63	MXAN_0797		Acyl-CoA dehydrogenase family protein	Myxococcus xanthus (strain DK 1622)	WP_011550920.1;	CP000113;	ABF92852;
Q1CZY9	MXAN_5897		Phosphotransferase enzyme family protein	Myxococcus xanthus (strain DK 1622)	WP_011555848.1;	CP000113;	ABF87180;
Q1D335	MXAN_4776		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011554763.1;	CP000113;	ABF89967;
Q1D816	MXAN_2998		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87857;
Q1DDF9	MXAN_1053		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551174.1;	CP000113;	ABF91683;
Q1D2P3	MXAN_4924		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554902.1;	CP000113;	ABF89779;
Q1D8I7	MXAN_2821		Transposase, IS3 family, internal deletion	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87677;
Q1D458	MXAN_4392		Putative esterase	Myxococcus xanthus (strain DK 1622)	WP_011554393.1;	CP000113;	ABF86487;
Q1CY22	MXAN_6580		FHA domain protein	Myxococcus xanthus (strain DK 1622)	WP_011556509.1;	CP000113;	ABF92879;
Q1D6F8	MXAN_3575		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553601.1;	CP000113;	ABF89769;
Q1DDL6	MXAN_0996		Tryptophan halogenase	Myxococcus xanthus (strain DK 1622)	WP_011551117.1;	CP000113;	ABF91618;
Q1DAK6	MXAN_2088	resA	Thiol-disulfide oxidoreductase resA	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92176;
Q1DFG2	MXAN_0337		Protozoan/cyanobacterial globin family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90973;
Q1D5E3	MXAN_3950	taA	NusG-like protein	Myxococcus xanthus (strain DK 1622)	WP_011553960.1;	CP000113;	ABF91060;
Q1D672	MXAN_3664		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553682.1;	CP000113;	ABF91810;
Q1CZ20	MXAN_6222		Oxidoreductase, short-chain dehydrogenase/reductase family	Myxococcus xanthus (strain DK 1622)	WP_011556166.1;	CP000113;	ABF86694;
Q1D6F7	MXAN_3576		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011553602.1;	CP000113;	ABF86246;
Q1D8D5	MXAN_2877		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011552938.1;	CP000113;	ABF87610;
Q1DD95	MXAN_1118		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551238.1;	CP000113;	ABF90483;
Q1CZ42	MXAN_6200		Oxidoreductase, FAD-dependent	Myxococcus xanthus (strain DK 1622)	WP_011556144.1;	CP000113;	ABF87693;
Q1D3C6	MXAN_4681		Smr domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554672.1;	CP000113;	ABF86876;
Q1D1F4	MXAN_5369		Methyltransferase family protein	Myxococcus xanthus (strain DK 1622)	WP_011555334.1;	CP000113;	ABF87901;
Q1DC22	MXAN_1549		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011551660.1;	CP000113;	ABF92630;
Q1D8H0	MXAN_2842		Transcriptional regulator, LysR family	Myxococcus xanthus (strain DK 1622)	WP_011552903.1;	CP000113;	ABF88781;
Q1D918	MXAN_2636		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552706.1;	CP000113;	ABF86695;
Q1DDT8	MXAN_0924		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF93045;
Q1D146	MXAN_5484		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91969;
Q1DBI9	MXAN_1734		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89839;
Q1DCR3	MXAN_1303		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551420.1;	CP000113;	ABF86728;
Q1CY48	MXAN_6553		Putative oligopeptide/dipeptide ABC transporter, permease/ATP-binding protein	Myxococcus xanthus (strain DK 1622)	WP_011556483.1;	CP000113;	ABF91133;
Q1DDQ9	MXAN_0953	zwf	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	Myxococcus xanthus (strain DK 1622)	WP_011551074.1;	CP000113;	ABF90188;
Q1D734	MXAN_3342		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553375.1;	CP000113;	ABF92320;
Q1CWQ8	MXAN_7052		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88138;
Q1D252	MXAN_5117		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555091.1;	CP000113;	ABF93144;
Q1D3F0	MXAN_4657		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86632;
Q1DD82	MXAN_1131		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87926;
Q1D5D8	MXAN_3955		Serine/threonine protein kinase (EC 2.7.1.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89395;
Q1D648	MXAN_3688		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553706.1;	CP000113;	ABF87227;
Q1D473	MXAN_4377		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF85901;
Q1D4G3	MXAN_4285		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554288.1;	CP000113;	ABF88248;
Q1D4Y4	MXAN_4111		Pirin family protein	Myxococcus xanthus (strain DK 1622)	WP_011554117.1;	CP000113;	ABF90069;
Q1D6N7	MXAN_3491		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87833;
Q1D8U0	MXAN_2716		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552783.1;	CP000113;	ABF90686;
Q1CYK0	MXAN_6399		Putative 3-oxoacyl-(Acyl-carrier-protein) reductase	Myxococcus xanthus (strain DK 1622)	WP_011556331.1;	CP000113;	ABF91233;
Q1D1H7	MXAN_5346		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555311.1;	CP000113;	ABF87732;
Q1D2C2	MXAN_5046		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555022.1;	CP000113;	ABF86811;
Q1D5J1	MXAN_3902		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553912.1;	CP000113;	ABF89311;
Q1D5V5	MXAN_3786		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86010;
Q1D5Z0	MXAN_3751		Aminotransferase, classes I and II	Myxococcus xanthus (strain DK 1622)	WP_011553764.1;	CP000113;	ABF86399;
Q1D6B1	MXAN_3625		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553643.1;	CP000113;	ABF89851;
Q1D8A1	MXAN_2911	pkn11	Serine/threonine kinase PKN11 (EC 2.7.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011552972.1;	CP000113;	ABF85967;
Q1D8U8	MXAN_2708	lptD	LPS-assembly protein LptD	Myxococcus xanthus (strain DK 1622)	WP_011552776.1;	CP000113;	ABF89563;
Q1DBM4	MXAN_1698		Putative aminoglycoside-3'-adenylyltransferase	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86466;
Q1DCU6	MXAN_1270		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011551387.1;	CP000113;	ABF89158;
Q1D1K8	MXAN_5314		Sensor histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011555280.1;	CP000113;	ABF92919;
Q1D9Y4	MXAN_2319		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89969;
Q1CX90	MXAN_6866		Sensory box histidine kinase	Myxococcus xanthus (strain DK 1622)	WP_011556791.1;	CP000113;	ABF92097;
Q1CYB7	MXAN_6484		Transport energizing protein, ExbD/TolR family	Myxococcus xanthus (strain DK 1622)	WP_011556414.1;	CP000113;	ABF89902;
Q1CXM0	MXAN_6736		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556661.1;	CP000113;	ABF90821;
Q1CXV4	MXAN_6652		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011556577.1;	CP000113;	ABF92250;
Q1D4B7	MXAN_4332		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89834;
Q1DE55	MXAN_0805		Peptidase, M10A/M12A subfamilies (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011550928.1;	CP000113;	ABF90695;
Q1D653	MXAN_3683		Putative sugar phosphotransferase	Myxococcus xanthus (strain DK 1622)	WP_011553701.1;	CP000113;	ABF87990;
Q1D8H6	MXAN_2836		Aha1 domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552897.1;	CP000113;	ABF90981;
Q1D9S7	MXAN_2376		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90528;
Q1CYV2	MXAN_6296		Response regulator	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90635;
Q1D4G6	MXAN_4282		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92789;
Q1CWA2	MXAN_7208		Serine/threonine protein kinase	Myxococcus xanthus (strain DK 1622)	WP_011557127.1;	CP000113;	ABF92023;
Q1D277	MXAN_5092	clpB	Chaperone protein ClpB	Myxococcus xanthus (strain DK 1622)	WP_011555066.1;	CP000113;	ABF92187;
Q1D933	MXAN_2621		FHA domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF93092;
Q1DC36	MXAN_1535		Membrane protein, TerC family	Myxococcus xanthus (strain DK 1622)	WP_011551646.1;	CP000113;	ABF87882;
Q1DCG2	MXAN_1404		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87211;
Q1DE80	MXAN_0777		Transcriptional regulator, MerR family	Myxococcus xanthus (strain DK 1622)	WP_011550903.1;	CP000113;	ABF88971;
Q1DF58	MXAN_0445		Transcriptional regulator, AraC family	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88188;
Q1DCC5	MXAN_1441	recA	Protein RecA (Recombinase A)	Myxococcus xanthus (strain DK 1622)	WP_011551557.1;	CP000113;	ABF91933;
